SRC_leftright Query: Small,Depth,# Hops,BBoxes,Data Size
"[415092, 260362, 461707, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[354149, 417884, 400764, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[196424, 156437, 243039, 203052]",1,1,"[69337, 9783, 474275, 219328]",309
"[209621, 329199, 256236, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[75943, 416304, 122558, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[70748, 218457, 117363, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[194270, 270393, 240885, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[255040, 127994, 301655, 174609]",1,1,"[69337, 9783, 474275, 219328]",309
"[352145, 379994, 398760, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[204168, 339550, 250783, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[196205, 234568, 242820, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[153560, 196448, 200175, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[218292, 410415, 264907, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[409876, 382652, 456491, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[156545, 63318, 203160, 109933]",1,1,"[69337, 9783, 474275, 219328]",309
"[259632, 160873, 306247, 207488]",1,1,"[69337, 9783, 474275, 219328]",309
"[71360, 241942, 117975, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[88996, 188480, 135611, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[135797, 397831, 182412, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[106127, 185376, 152742, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[269896, 128020, 316511, 174635]",1,1,"[69337, 9783, 474275, 219328]",309
"[65775, 365212, 112390, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[209394, 211916, 256009, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[251815, 277356, 298430, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[250220, 304808, 296835, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[332174, 123803, 378789, 170418]",1,1,"[69337, 9783, 474275, 219328]",309
"[362341, 217459, 408956, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[271426, 171278, 318041, 217893]",1,1,"[69337, 9783, 474275, 219328]",309
"[263276, 130095, 309891, 176710]",1,1,"[69337, 9783, 474275, 219328]",309
"[173018, 279655, 219633, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[366688, 9783, 413303, 55592]",1,1,"[69337, 9783, 474275, 219328]",309
"[56296, 255458, 102911, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[174392, 214827, 221007, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[127328, 234269, 173943, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[33612, 309783, 80227, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[412535, 29317, 459150, 75932]",1,1,"[69337, 9783, 474275, 219328]",309
"[221241, 57126, 267856, 103741]",1,1,"[69337, 9783, 474275, 219328]",309
"[146247, 113132, 192862, 159747]",1,1,"[69337, 9783, 474275, 219328]",309
"[388451, 179460, 435066, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[101739, 67418, 148354, 114033]",1,1,"[69337, 9783, 474275, 219328]",309
"[102920, 426085, 149535, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[374410, 199038, 421025, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[22934, 130660, 69549, 177275]",0,0,"[8117, 9783, 474275, 219328]",617
"[31025, 12359, 77640, 58974]",0,0,"[8117, 9783, 474275, 219328]",617
"[208747, 288389, 255362, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[10479, 76094, 57094, 122709]",1,1,"[8117, 9783, 69337, 219328]",308
"[69192, 325125, 115807, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[325772, 112642, 372387, 159257]",1,1,"[69337, 9783, 474275, 219328]",309
"[50880, 396646, 97495, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[252482, 111771, 299097, 158386]",1,1,"[69337, 9783, 474275, 219328]",309
"[8900, 280862, 55515, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[333907, 225803, 380522, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[43128, 289623, 89743, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[100986, 130958, 147601, 177573]",1,1,"[69337, 9783, 474275, 219328]",309
"[127104, 225919, 173719, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[208357, 256988, 254972, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[8310, 236608, 54925, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[118271, 207999, 164886, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[409379, 29715, 455994, 76330]",1,1,"[69337, 9783, 474275, 219328]",309
"[330953, 149317, 377568, 195932]",1,1,"[69337, 9783, 474275, 219328]",309
"[23086, 313677, 69701, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[190080, 377138, 236695, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[200775, 184972, 247390, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[363153, 246097, 409768, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[344053, 78570, 390668, 125185]",1,1,"[69337, 9783, 474275, 219328]",309
"[320541, 279190, 367156, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[56378, 140089, 102993, 186704]",1,1,"[42574, 9783, 114520, 219328]",308
"[62253, 382900, 108868, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[62374, 151180, 108989, 197795]",1,1,"[42574, 9783, 114520, 219328]",308
"[20768, 371108, 67383, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[82512, 333604, 129127, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[412925, 353544, 459540, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[79369, 206774, 125984, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[116691, 308626, 163306, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[354161, 175646, 400776, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[113842, 228932, 160457, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[274461, 270455, 321076, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[71210, 301507, 117825, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[63445, 371514, 110060, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[256949, 73415, 303564, 120030]",1,1,"[69337, 9783, 474275, 219328]",309
"[274977, 242835, 321592, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[254427, 101794, 301042, 148409]",1,1,"[69337, 9783, 474275, 219328]",309
"[246616, 295308, 293231, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[186278, 75688, 232893, 122303]",1,1,"[69337, 9783, 474275, 219328]",309
"[226334, 141513, 272949, 188128]",1,1,"[69337, 9783, 474275, 219328]",309
"[205895, 49299, 252510, 95914]",1,1,"[69337, 9783, 474275, 219328]",309
"[304330, 273113, 350945, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[184064, 130570, 230679, 177185]",1,1,"[69337, 9783, 474275, 219328]",309
"[246039, 138386, 292654, 185001]",1,1,"[69337, 9783, 474275, 219328]",309
"[192167, 260064, 238782, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[414555, 223222, 461170, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[20655, 242473, 67270, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[387394, 11266, 434009, 57881]",1,1,"[69337, 9783, 474275, 219328]",309
"[297767, 220380, 344382, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[408781, 414577, 455396, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[241990, 125548, 288605, 172163]",1,1,"[69337, 9783, 474275, 219328]",309
"[233292, 134501, 279907, 181116]",1,1,"[69337, 9783, 474275, 219328]",309
"[140875, 258324, 187490, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[257203, 82037, 303818, 128652]",1,1,"[69337, 9783, 474275, 219328]",309
"[127790, 239280, 174405, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[156763, 196848, 203378, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[350630, 263018, 397245, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[322399, 86135, 369014, 132750]",1,1,"[69337, 9783, 474275, 219328]",309
"[281994, 366991, 328609, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[54021, 106476, 100636, 153091]",1,1,"[42574, 9783, 114520, 219328]",308
"[165352, 279595, 211967, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[338892, 361048, 385507, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[72476, 39048, 119091, 85663]",1,1,"[69337, 9783, 474275, 219328]",309
"[89437, 187848, 136052, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[27350, 183460, 73965, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[334111, 92189, 380726, 138804]",1,1,"[69337, 9783, 474275, 219328]",309
"[409589, 253798, 456204, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[212746, 363469, 259361, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[106490, 223845, 153105, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[268216, 108807, 314831, 155422]",1,1,"[69337, 9783, 474275, 219328]",309
"[95941, 213057, 142556, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[32828, 420756, 79443, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[412952, 185831, 459567, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[406492, 365725, 453107, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[281224, 106496, 327839, 153111]",1,1,"[69337, 9783, 474275, 219328]",309
"[387663, 180110, 434278, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[104168, 280332, 150783, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[292688, 381712, 339303, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[319798, 313616, 366413, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[235679, 87886, 282294, 134501]",1,1,"[69337, 9783, 474275, 219328]",309
"[340275, 369212, 386890, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[331958, 266823, 378573, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[355826, 307347, 402441, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[119988, 321674, 166603, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[239526, 25369, 286141, 71984]",1,1,"[69337, 9783, 474275, 219328]",309
"[135502, 263842, 182117, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[324770, 174676, 371385, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[299526, 391424, 346141, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[111082, 9783, 157697, 55001]",1,1,"[69337, 9783, 474275, 219328]",309
"[30945, 40761, 77560, 87376]",0,0,"[8117, 9783, 474275, 219328]",617
"[78460, 135440, 125075, 182055]",1,1,"[69337, 9783, 474275, 219328]",309
"[240491, 361594, 287106, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[327918, 125556, 374533, 172171]",1,1,"[69337, 9783, 474275, 219328]",309
"[354582, 367002, 401197, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[65292, 405129, 111907, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[278503, 231215, 325118, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[346664, 340549, 393279, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[158269, 366218, 204884, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[185404, 266816, 232019, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[367488, 108856, 414103, 155471]",1,1,"[69337, 9783, 474275, 219328]",309
"[93686, 203486, 140301, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[300338, 195043, 346953, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[384296, 237831, 430911, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[213018, 238226, 259633, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[355842, 174592, 402457, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[253783, 43413, 300398, 90028]",1,1,"[69337, 9783, 474275, 219328]",309
"[84969, 123341, 131584, 169956]",1,1,"[69337, 9783, 474275, 219328]",309
"[403511, 67517, 450126, 114132]",1,1,"[69337, 9783, 474275, 219328]",309
"[402194, 89785, 448809, 136400]",1,1,"[69337, 9783, 474275, 219328]",309
"[214715, 251323, 261330, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[379184, 291544, 425799, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[118227, 200990, 164842, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[377329, 32550, 423944, 79165]",1,1,"[69337, 9783, 474275, 219328]",309
"[19272, 221050, 65887, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[116813, 54027, 163428, 100642]",1,1,"[69337, 9783, 474275, 219328]",309
"[224300, 315073, 270915, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[306757, 422682, 353372, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[223808, 291674, 270423, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[118462, 340189, 165077, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[10287, 358741, 56902, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[79620, 286429, 126235, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[345217, 264865, 391832, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[169928, 207424, 216543, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[293285, 289765, 339900, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[42743, 49160, 89358, 95775]",1,1,"[42574, 9783, 114520, 219328]",308
"[325230, 391099, 371845, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[266453, 402532, 313068, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[16133, 115048, 62748, 161663]",1,1,"[8117, 9783, 69337, 219328]",308
"[227973, 331609, 274588, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[405108, 196866, 451723, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[171738, 52006, 218353, 98621]",1,1,"[69337, 9783, 474275, 219328]",309
"[398723, 20298, 445338, 66913]",1,1,"[69337, 9783, 474275, 219328]",309
"[410436, 133485, 457051, 180100]",1,1,"[69337, 9783, 474275, 219328]",309
"[329958, 22738, 376573, 69353]",1,1,"[69337, 9783, 474275, 219328]",309
"[316343, 276892, 362958, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[200799, 88532, 247414, 135147]",1,1,"[69337, 9783, 474275, 219328]",309
"[252305, 143589, 298920, 190204]",1,1,"[69337, 9783, 474275, 219328]",309
"[65885, 319290, 112500, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[242553, 154108, 289168, 200723]",1,1,"[69337, 9783, 474275, 219328]",309
"[123213, 208771, 169828, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[209475, 399224, 256090, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[273833, 186255, 320448, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[127815, 317568, 174430, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[146467, 54766, 193082, 101381]",1,1,"[69337, 9783, 474275, 219328]",309
"[31190, 89269, 77805, 135884]",0,0,"[8117, 9783, 474275, 219328]",617
"[173548, 336816, 220163, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[314395, 303586, 361010, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[262417, 41303, 309032, 87918]",1,1,"[69337, 9783, 474275, 219328]",309
"[284581, 259481, 331196, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[236024, 175594, 282639, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[210246, 390408, 256861, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[20852, 69247, 67467, 115862]",1,1,"[8117, 9783, 69337, 219328]",308
"[235788, 326441, 282403, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[356461, 78151, 403076, 124766]",1,1,"[69337, 9783, 474275, 219328]",309
"[407434, 82430, 454049, 129045]",1,1,"[69337, 9783, 474275, 219328]",309
"[24433, 70457, 71048, 117072]",0,0,"[8117, 9783, 474275, 219328]",617
"[378001, 233440, 424616, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[138077, 24784, 184692, 71399]",1,1,"[69337, 9783, 474275, 219328]",309
"[338062, 150720, 384677, 197335]",1,1,"[69337, 9783, 474275, 219328]",309
"[146616, 209599, 193231, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[68635, 188378, 115250, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[161014, 204064, 207629, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[331171, 342171, 377786, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[107492, 398740, 154107, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[292133, 292239, 338748, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[39367, 185717, 85982, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[278330, 297647, 324945, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[15432, 92749, 62047, 139364]",1,1,"[8117, 9783, 69337, 219328]",308
"[267877, 19626, 314492, 66241]",1,1,"[69337, 9783, 474275, 219328]",309
"[342170, 143308, 388785, 189923]",1,1,"[69337, 9783, 474275, 219328]",309
"[181960, 80294, 228575, 126909]",1,1,"[69337, 9783, 474275, 219328]",309
"[188494, 60190, 235109, 106805]",1,1,"[69337, 9783, 474275, 219328]",309
"[329744, 302368, 376359, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[227087, 422648, 273702, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[405440, 43592, 452055, 90207]",1,1,"[69337, 9783, 474275, 219328]",309
"[139987, 307225, 186602, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[62742, 281114, 109357, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[47481, 315454, 94096, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[75363, 262539, 121978, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[26288, 280865, 72903, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[418056, 125238, 464671, 171853]",1,1,"[69337, 9783, 474275, 219328]",309
"[190213, 58876, 236828, 105491]",1,1,"[69337, 9783, 474275, 219328]",309
"[300559, 378993, 347174, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[121869, 101016, 168484, 147631]",1,1,"[69337, 9783, 474275, 219328]",309
"[371807, 355909, 418422, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[128783, 217325, 175398, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[113711, 327293, 160326, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[374270, 398866, 420885, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[238271, 190787, 284886, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[90934, 149242, 137549, 195857]",1,1,"[69337, 9783, 474275, 219328]",309
"[386002, 190849, 432617, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[295048, 113390, 341663, 160005]",1,1,"[69337, 9783, 474275, 219328]",309
"[121398, 252293, 168013, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[172604, 75469, 219219, 122084]",1,1,"[69337, 9783, 474275, 219328]",309
"[153250, 302293, 199865, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[356482, 415061, 403097, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[411603, 9783, 458218, 54971]",1,1,"[69337, 9783, 474275, 219328]",309
"[51780, 354297, 98395, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[180126, 169786, 226741, 216401]",1,1,"[69337, 9783, 474275, 219328]",309
"[378464, 418130, 425079, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[177602, 26524, 224217, 73139]",1,1,"[69337, 9783, 474275, 219328]",309
"[52455, 328830, 99070, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[15520, 161421, 62135, 208036]",1,1,"[8117, 9783, 69337, 219328]",308
"[68231, 95401, 114846, 142016]",0,0,"[8117, 9783, 474275, 219328]",617
"[381333, 152456, 427948, 199071]",1,1,"[69337, 9783, 474275, 219328]",309
"[113713, 276924, 160328, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[298925, 189701, 345540, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[243569, 54730, 290184, 101345]",1,1,"[69337, 9783, 474275, 219328]",309
"[225496, 271691, 272111, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[286986, 222642, 333601, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[72451, 50255, 119066, 96870]",1,1,"[69337, 9783, 474275, 219328]",309
"[319318, 250840, 365933, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[178054, 99413, 224669, 146028]",1,1,"[69337, 9783, 474275, 219328]",309
"[163603, 134491, 210218, 181106]",1,1,"[69337, 9783, 474275, 219328]",309
"[337539, 237207, 384154, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[361293, 374454, 407908, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[158447, 24550, 205062, 71165]",1,1,"[69337, 9783, 474275, 219328]",309
"[20125, 12427, 66740, 59042]",1,1,"[8117, 9783, 69337, 219328]",308
"[342839, 149304, 389454, 195919]",1,1,"[69337, 9783, 474275, 219328]",309
"[48053, 354781, 94668, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[172278, 174276, 218893, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[295346, 350734, 341961, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[158815, 33509, 205430, 80124]",1,1,"[69337, 9783, 474275, 219328]",309
"[418780, 379555, 465395, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[138566, 371090, 185181, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[278966, 81526, 325581, 128141]",1,1,"[69337, 9783, 474275, 219328]",309
"[144207, 321195, 190822, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[37523, 420183, 84138, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[211862, 227581, 258477, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[155376, 313477, 201991, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
