SRC_random Query: Medium,Depth,BBoxes,Data Size
"[90801, 313345, 184032, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[249149, 319860, 342380, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[231940, 353563, 325171, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[315675, 376831, 408906, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[136162, 9783, 229393, 102173]",1,"[69337, 9783, 474275, 219328]",309
"[199783, 79672, 293014, 172903]",1,"[69337, 9783, 474275, 219328]",309
"[24286, 239373, 117517, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[222637, 305708, 315868, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[57779, 35493, 151010, 128724]",0,"[8117, 9783, 474275, 219328]",617
"[211714, 159843, 304945, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[335720, 369809, 428951, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[112620, 234019, 205851, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[9729, 380644, 102960, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[329676, 128325, 422907, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[219907, 330290, 313138, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[262399, 266958, 355630, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[322642, 231033, 415873, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[219548, 220477, 312779, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[40122, 170631, 133353, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[100418, 95854, 193649, 189085]",1,"[69337, 9783, 474275, 219328]",309
"[176105, 72005, 269336, 165236]",1,"[69337, 9783, 474275, 219328]",309
"[272345, 334695, 365576, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[243667, 91562, 336898, 184793]",1,"[69337, 9783, 474275, 219328]",309
"[309702, 212567, 402933, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[127554, 74041, 220785, 167272]",1,"[69337, 9783, 474275, 219328]",309
"[142068, 17437, 235299, 110668]",1,"[69337, 9783, 474275, 219328]",309
"[248046, 172538, 341277, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[259706, 190634, 352937, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[274468, 122960, 367699, 216191]",1,"[69337, 9783, 474275, 219328]",309
"[171836, 305694, 265067, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[23094, 265635, 116325, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[372862, 80160, 466093, 173391]",1,"[69337, 9783, 474275, 219328]",309
"[150329, 116652, 243560, 209883]",1,"[69337, 9783, 474275, 219328]",309
"[204098, 16259, 297329, 109490]",1,"[69337, 9783, 474275, 219328]",309
"[158540, 334948, 251771, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[234414, 126929, 327645, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[11622, 123814, 104853, 217045]",0,"[8117, 9783, 474275, 219328]",617
"[327470, 210989, 420701, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[77884, 141023, 171115, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[341319, 310757, 434550, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[298429, 112734, 391660, 205965]",1,"[69337, 9783, 474275, 219328]",309
"[73833, 212689, 167064, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[304127, 355109, 397358, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[259986, 197479, 353217, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[361273, 254332, 454504, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[329374, 78917, 422605, 172148]",1,"[69337, 9783, 474275, 219328]",309
"[24254, 322301, 117485, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[215853, 352795, 309084, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[230153, 188981, 323384, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[170469, 82830, 263700, 176061]",1,"[69337, 9783, 474275, 219328]",309
"[160225, 269596, 253456, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[144573, 216353, 237804, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[380097, 321918, 473328, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[134526, 250307, 227757, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[114047, 371316, 207278, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[103962, 268472, 197193, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[247189, 27914, 340420, 121145]",1,"[69337, 9783, 474275, 219328]",309
"[223098, 114281, 316329, 207512]",1,"[69337, 9783, 474275, 219328]",309
"[284232, 161453, 377463, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[369974, 231116, 463205, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[62509, 170177, 155740, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[149828, 93619, 243059, 186850]",1,"[69337, 9783, 474275, 219328]",309
"[87114, 117857, 180345, 211088]",1,"[69337, 9783, 474275, 219328]",309
"[169245, 76474, 262476, 169705]",1,"[69337, 9783, 474275, 219328]",309
"[94014, 190099, 187245, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[117767, 310597, 210998, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[319006, 91575, 412237, 184806]",1,"[69337, 9783, 474275, 219328]",309
"[39568, 63035, 132799, 156266]",0,"[8117, 9783, 474275, 219328]",617
"[74436, 140438, 167667, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[309464, 158382, 402695, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[156785, 105489, 250016, 198720]",1,"[69337, 9783, 474275, 219328]",309
"[40141, 154408, 133372, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[308479, 202677, 401710, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[64662, 224994, 157893, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[144726, 183405, 237957, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[320473, 302288, 413704, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[283169, 336113, 376400, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[144777, 64567, 238008, 157798]",1,"[69337, 9783, 474275, 219328]",309
"[298944, 300348, 392175, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[37779, 23677, 131010, 116908]",0,"[8117, 9783, 474275, 219328]",617
"[187150, 230494, 280381, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[326574, 261823, 419805, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[174640, 359080, 267871, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[316064, 128124, 409295, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[70676, 231071, 163907, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[229292, 358141, 322523, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[51957, 318806, 145188, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[139239, 294113, 232470, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[188386, 86894, 281617, 180125]",1,"[69337, 9783, 474275, 219328]",309
"[29262, 12969, 122493, 106200]",0,"[8117, 9783, 474275, 219328]",617
"[74204, 210740, 167435, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[199506, 22893, 292737, 116124]",1,"[69337, 9783, 474275, 219328]",309
"[203454, 183696, 296685, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[278833, 318744, 372064, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[318700, 217317, 411931, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[290746, 66374, 383977, 159605]",1,"[69337, 9783, 474275, 219328]",309
"[63186, 332030, 156417, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[298478, 109332, 391709, 202563]",1,"[69337, 9783, 474275, 219328]",309
"[118866, 177336, 212097, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[344953, 299064, 438184, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[219111, 83778, 312342, 177009]",1,"[69337, 9783, 474275, 219328]",309
"[29630, 51640, 122861, 144871]",0,"[8117, 9783, 474275, 219328]",617
"[25248, 341943, 118479, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[193952, 117069, 287183, 210300]",1,"[69337, 9783, 474275, 219328]",309
"[223972, 307018, 317203, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[372313, 346638, 465544, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[68860, 223903, 162091, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[116742, 185531, 209973, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[55577, 62164, 148808, 155395]",0,"[8117, 9783, 474275, 219328]",617
"[80167, 151418, 173398, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[131663, 352715, 224894, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[97849, 121040, 191080, 214271]",1,"[69337, 9783, 474275, 219328]",309
"[209804, 236308, 303035, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[112439, 114699, 205670, 207930]",1,"[69337, 9783, 474275, 219328]",309
"[14097, 281950, 107328, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[155193, 227614, 248424, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[120938, 275297, 214169, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[61459, 331066, 154690, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[198411, 340856, 291642, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[182690, 139833, 275921, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[275155, 130522, 368386, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[269622, 311799, 362853, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[119288, 304940, 212519, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[34937, 304953, 128168, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[354686, 64833, 447917, 158064]",1,"[69337, 9783, 474275, 219328]",309
"[147272, 234716, 240503, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[344074, 61306, 437305, 154537]",1,"[69337, 9783, 474275, 219328]",309
"[27748, 60503, 120979, 153734]",0,"[8117, 9783, 474275, 219328]",617
"[179992, 181462, 273223, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[68152, 333972, 161383, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[156499, 59412, 249730, 152643]",1,"[69337, 9783, 474275, 219328]",309
"[134225, 166983, 227456, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[307251, 42143, 400482, 135374]",1,"[69337, 9783, 474275, 219328]",309
"[58826, 213409, 152057, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[259869, 86330, 353100, 179561]",1,"[69337, 9783, 474275, 219328]",309
"[178334, 126073, 271565, 219304]",1,"[69337, 9783, 474275, 219328]",309
"[76510, 132904, 169741, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[80425, 28874, 173656, 122105]",1,"[69337, 9783, 474275, 219328]",309
"[307106, 36526, 400337, 129757]",1,"[69337, 9783, 474275, 219328]",309
"[253312, 258004, 346543, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[294959, 297403, 388190, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[131392, 230580, 224623, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[137880, 122136, 231111, 215367]",1,"[69337, 9783, 474275, 219328]",309
"[334845, 59131, 428076, 152362]",1,"[69337, 9783, 474275, 219328]",309
"[182408, 99698, 275639, 192929]",1,"[69337, 9783, 474275, 219328]",309
"[162972, 61601, 256203, 154832]",1,"[69337, 9783, 474275, 219328]",309
"[243615, 244423, 336846, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[113956, 348553, 207187, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[257675, 145406, 350906, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[259246, 108053, 352477, 201284]",1,"[69337, 9783, 474275, 219328]",309
"[245464, 358908, 338695, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[91868, 324107, 185099, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[120310, 306953, 213541, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[219921, 192019, 313152, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[233565, 145558, 326796, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[212900, 95753, 306131, 188984]",1,"[69337, 9783, 474275, 219328]",309
"[76737, 320886, 169968, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[292108, 265114, 385339, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[65746, 131017, 158977, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[327181, 189140, 420412, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[365798, 304775, 459029, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[153094, 11997, 246325, 105228]",1,"[69337, 9783, 474275, 219328]",309
"[168327, 241983, 261558, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[119123, 215457, 212354, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[125946, 159819, 219177, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[311845, 173218, 405076, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[20917, 197031, 114148, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[26442, 231693, 119673, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[21377, 308113, 114608, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[335821, 295636, 429052, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[19614, 33413, 112845, 126644]",0,"[8117, 9783, 474275, 219328]",617
"[36101, 221507, 129332, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[334860, 165803, 428091, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[245639, 181977, 338870, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[345619, 21885, 438850, 115116]",1,"[69337, 9783, 474275, 219328]",309
"[299518, 208384, 392749, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[63777, 228710, 157008, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[151481, 31008, 244712, 124239]",1,"[69337, 9783, 474275, 219328]",309
"[185863, 31422, 279094, 124653]",1,"[69337, 9783, 474275, 219328]",309
"[40876, 191116, 134107, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[350809, 361624, 444040, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[356248, 70244, 449479, 163475]",1,"[69337, 9783, 474275, 219328]",309
"[333434, 369849, 426665, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15414, 338525, 108645, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[283766, 338625, 376997, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[59627, 308447, 152858, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[291579, 26161, 384810, 119392]",1,"[69337, 9783, 474275, 219328]",309
"[119398, 318529, 212629, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[312707, 224056, 405938, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[154717, 60920, 247948, 154151]",1,"[69337, 9783, 474275, 219328]",309
"[64897, 102843, 158128, 196074]",0,"[8117, 9783, 474275, 219328]",617
"[71864, 89639, 165095, 182870]",1,"[69337, 9783, 474275, 219328]",309
"[298909, 133477, 392140, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[129413, 261386, 222644, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[325174, 144388, 418405, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[217904, 115126, 311135, 208357]",1,"[69337, 9783, 474275, 219328]",309
"[34905, 281822, 128136, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[285966, 263986, 379197, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[47521, 127922, 140752, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[76311, 214590, 169542, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[370437, 353797, 463668, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[248364, 42907, 341595, 136138]",1,"[69337, 9783, 474275, 219328]",309
"[137222, 127804, 230453, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[70212, 89607, 163443, 182838]",1,"[69337, 9783, 474275, 219328]",309
"[235659, 360751, 328890, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[265475, 228508, 358706, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[142507, 327178, 235738, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[108758, 296160, 201989, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[27481, 297746, 120712, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[373722, 356339, 466953, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[212846, 89471, 306077, 182702]",1,"[69337, 9783, 474275, 219328]",309
"[375399, 266707, 468630, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[308467, 80909, 401698, 174140]",1,"[69337, 9783, 474275, 219328]",309
"[33401, 168925, 126632, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[210659, 313774, 303890, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[259676, 357399, 352907, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[247281, 320798, 340512, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[228767, 182227, 321998, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[343648, 287543, 436879, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[129403, 41754, 222634, 134985]",1,"[69337, 9783, 474275, 219328]",309
"[164813, 288439, 258044, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[271089, 132557, 364320, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[186379, 167351, 279610, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[133911, 276150, 227142, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[235837, 150917, 329068, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161207, 207659, 254438, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[177077, 175871, 270308, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[117002, 58168, 210233, 151399]",1,"[69337, 9783, 474275, 219328]",309
"[167124, 165027, 260355, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[110404, 61371, 203635, 154602]",1,"[69337, 9783, 474275, 219328]",309
"[135258, 222341, 228489, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[288048, 94019, 381279, 187250]",1,"[69337, 9783, 474275, 219328]",309
"[173639, 119702, 266870, 212933]",1,"[69337, 9783, 474275, 219328]",309
"[227460, 251818, 320691, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[136454, 152073, 229685, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[282194, 199245, 375425, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[213878, 42811, 307109, 136042]",1,"[69337, 9783, 474275, 219328]",309
"[314976, 257934, 408207, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[238804, 364447, 332035, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[58837, 95482, 152068, 188713]",0,"[8117, 9783, 474275, 219328]",617
"[343009, 71293, 436240, 164524]",1,"[69337, 9783, 474275, 219328]",309
"[282891, 147920, 376122, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[147027, 12638, 240258, 105869]",1,"[69337, 9783, 474275, 219328]",309
"[212720, 214181, 305951, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[112385, 21125, 205616, 114356]",1,"[69337, 9783, 474275, 219328]",309
"[324721, 93489, 417952, 186720]",1,"[69337, 9783, 474275, 219328]",309
"[39799, 226189, 133030, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[231235, 182774, 324466, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[231966, 207250, 325197, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[29417, 148088, 122648, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[256344, 354771, 349575, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[308305, 317678, 401536, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15552, 53315, 108783, 146546]",0,"[8117, 9783, 474275, 219328]",617
"[26694, 87275, 119925, 180506]",0,"[8117, 9783, 474275, 219328]",617
"[331286, 301306, 424517, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[132157, 94198, 225388, 187429]",1,"[69337, 9783, 474275, 219328]",309
"[182281, 231055, 275512, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[81381, 273219, 174612, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161142, 263162, 254373, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[137493, 342539, 230724, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[47269, 149360, 140500, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[85223, 333307, 178454, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[109616, 137318, 202847, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[78635, 15061, 171866, 108292]",1,"[69337, 9783, 474275, 219328]",309
"[22658, 239744, 115889, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[152885, 166234, 246116, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[283942, 18776, 377173, 112007]",1,"[69337, 9783, 474275, 219328]",309
"[207878, 252834, 301109, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[331044, 350030, 424275, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[96170, 28290, 189401, 121521]",1,"[69337, 9783, 474275, 219328]",309
"[95745, 350921, 188976, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[12953, 281605, 106184, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[217550, 193876, 310781, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[56153, 172431, 149384, 219328]",0,"[8117, 9783, 474275, 219328]",617
